society,price,facing,agePossession,nearbyLocations,rating,property_type,area,area_sqft,rate_per_sqft,floor_number,total_floors,bedroom_num,bathroom_num,balcony_num,feature_count,furnish_count,is_high_value
Signature Global the Millennia,65.0,,0 to 1 Year Old,"['Jharsha Chowk', 'Hero Honda Chowk', 'Rajiv Chowk', 'Umang Bhawaj Chawk', 'IMT Manesar', 'NH 8', 'Delhi', 'AIIMS Jhajjar', 'SGT Medical College', 'Vedic Hospital', 'Balaji Hospital', 'Dwarka Expressway', 'Gurgaon Railway Station', 'Basai Dhancourt Railway Station', 'Signature tower']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",flat,,596.0,10906.0,16.0,,2.0,2.0,3.0,0,0,0
M3M Heights,200.99999999999997,North-East,Within 3 months,"['Rapid Metro Sector 56', 'M3m 65th Avenue Mall', 'Golf Course Extension Road', 'Gurgaon - Delhi Expy', 'DPS International School', 'DPG Institute of Technology', 'Park Hospital', 'Indira Gandhi International Airport', 'Lemon Tree Hotel', 'SkyJumper Trampoline Park', 'PVR Drive in Theatre']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",flat,,1433.0,13500.0,40.0,,2.0,2.0,3.0,0,0,1
Smart World Gems,100.0,,By 2025,"['Sant Soordas Sihi Metro Station', 'Airia Mall', 'Dwarka Expressway', 'Pataudi Road', 'NH-8', 'KMP Expressway', 'RPS International School', 'Genesis Hospital Sector 84', 'Gurgaon Railway Station', 'Vatika Business Park Sector 49', 'Holiday Inn Gurugram Sector 90', 'De Adventure Amusement Park', 'National Tennis Academy Sector 98', 'IMT Manesar']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",flat,,1106.96976,9033.0,4.0,,2.0,2.0,2.0,0,0,0
Aashirwad Residency,90.0,,5 to 10 Year Old,,,flat,,799.9804799999998,11250.0,4.0,,3.0,2.0,2.0,0,0,0
Tulip Monsella,602.0,,Aug-26,"['Sector 53-54 Metro Station', 'Central Plaza Mall', 'The Big Tree Cafe', 'IILM University, Gurugram', 'The Banyan Tree World School', 'Sanar International Hospital', 'DLF Golf and Country Club', 'Mavens Inn', 'DoubleTree by Hilton Hotel']","['Environment4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",flat,,2892.07152,20816.0,39.0,,3.0,3.0,3.0,0,0,1
Smart World Gems,90.0,,undefined,"['Sant Soordas Sihi Metro Station', 'Airia Mall', 'Dwarka Expressway', 'Pataudi Road', 'NH-8', 'KMP Expressway', 'RPS International School', 'Genesis Hospital Sector 84', 'Gurgaon Railway Station', 'Vatika Business Park Sector 49', 'Holiday Inn Gurugram Sector 90', 'De Adventure Amusement Park', 'National Tennis Academy Sector 98', 'IMT Manesar']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",flat,,1105.03224,8145.0,1.0,,2.0,2.0,2.0,0,0,0
Whiteland  The ASPEN,350.0,,undefined,"['S.R.S. Hospital and Critical Care Unit', 'Petrol Pump Indian Oil', 'Petrol Pump Indian Oil', 'Petrol Pump Indian Oil', 'Petrol Pump IBP', 'Haldiram']",,flat,,1762.0,11917.0,8.0,,3.0,4.0,3.0,0,0,1
Godrej Air,130.0,,Nov-23,"['Sapphire 83 Mall', 'Sector 86 Road', 'Dwarka Expy', 'Euro International School', 'Sushant University', 'Shri Balaji’s Multispeciality Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4.5 out of 5']",flat,,894.0,14541.0,32.0,,2.0,2.0,3.0,0,0,0
Pyramid Urban Homes 2,50.0,,10+ Year Old,"['Sapphire 83 Mall', 'Rampura Flyover, Naurangpur Rd', 'Manesar toll plaza - Kherki Daula', ""St. Xavier's High School"", 'Imt Manesar, Gurugram', 'Aarvy Healthcare Super Speciality', 'Indira Gandhi Intl Airport', 'Minda Industries  Corporate Office', 'Holiday Inn', 'Nakhrola Stadium']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity4.5 out of 5', 'Safety4.5 out of 5']",flat,,515.5956,9698.0,15.0,,2.0,2.0,2.0,0,0,0
Breez Global Hill View,35.0,,0 to 1 Year Old,"['Huda City Centre', 'Omaxe City Centre', 'Ninex City Mart', 'Vaels Ravindra Bharathi Global School', 'Anjali nursery', 'Polaris Hospital', 'Axis Bank', 'Triangular Park', 'Flow Sports Life Badminton Club', 'Basai Dhankot Railway Station', 'Cars24', 'Radisson Hotel Gurugram', ""McDonald's"", 'Petrol Pump', 'Indian Post Office']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",flat,,554.17,5319.0,19.0,,2.0,2.0,2.0,0,0,0
HCBS Sports Ville3.6 ★,25.0,,1 to 5 Year Old,"['The roadside cafe', 'GD Goenka Mess', 'ROyal Kitchen', 'Mithaas Wala', 'Momomia Gurgoan']","['Green Area4 out of 5', 'Construction4 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity2 out of 5']",flat,,599.98536,4166.0,13.0,,1.0,1.0,1.0,0,0,0
Eden Landmark,50.0,,Under Construction,"['Yadav Dental & Eye Care', 'Shri Rade Clinic', 'Prakash Hospital', 'Dr. Sahil Clinic', 'Pooja Clinic', 'Dental Hospital', 'Petrol pump Maitri motors', ""McDonald's"", ""McDonald's""]","['Environment4 out of 5', 'Lifestyle3.5 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",flat,,1299.9682799999998,3847.0,11.0,,2.0,2.0,,0,0,0
Pivotal Devaan,27.0,North-East,1 to 5 Year Old,"['Dwarka Expressway', 'RPS International School', 'Shree Shyam Public School', 'The Millenium School', 'GD Goenka Public School', 'Genesis Hospital', 'Yashlok Medical Centre', 'Sarup Multispeciality Hospital', 'IGI Airport', 'State Bank of India', 'Holiday Inn', 'Hyatt Regency', 'Footprints', 'Saheed Bhagat Singh Sports Academy', 'Bharat Petroleum']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",flat,,339.0,7964.0,15.0,,1.0,1.0,1.0,0,0,0
CGHS Vidya Enclave3.9 ★,170.0,,10+ Year Old,"['Sector metro station', 'Sector metro station', 'Sector 54 chowk metro station', 'Sanatan Dharm Mandir', 'Radhakrishna Shani Mandir', 'Icici bank ATM', 'State bank ATM', 'Icici bank ATM', 'Citi bank ATM', 'Indusind bank ATM', 'pracksht hospital', 'Kriti Hospital', 'Surgicare Hospital Gurgaon', 'Anand Hospital Gurgaon', 'Arunodaya Deseret Eye Hospital', 'HUDA Office Complex', 'Medisca', 'Apollo Pharmacy', 'Intellion Park', 'International Tech Park', 'Heera Fuel Station', 'HCG CNG Station', 'Hdfc bank and atm', 'State bank of india', 'Kotak mahindra bank', 'Indusind bank', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank & atm', 'Hdfc bank', '222', 'Pizza Hut', 'Wat-a-Burger', 'Burger Singh', 'Bikanerwala', 'Naivedyam Restaurant', 'Clock tower', 'IILM', 'Iilm University', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Suncity School']","['Green Area5 out of 5', 'Construction4.5 out of 5', 'Management5 out of 5', 'Amenities4 out of 5', 'Connectivity5 out of 5']",flat,,1550.0,10967.0,9.0,,3.0,2.0,3.0,0,0,1
Smart World Gems,115.99999999999999,,Within 6 months,"['Sant Soordas Sihi Metro Station', 'Airia Mall', 'Dwarka Expressway', 'Pataudi Road', 'NH-8', 'KMP Expressway', 'RPS International School', 'Genesis Hospital Sector 84', 'Gurgaon Railway Station', 'Vatika Business Park Sector 49', 'Holiday Inn Gurugram Sector 90', 'De Adventure Amusement Park', 'National Tennis Academy Sector 98', 'IMT Manesar']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",flat,,1102.9870799999999,10500.0,4.0,,3.0,2.0,3.0,0,0,0
M3M Woodshire4.0 ★,101.0,,0 to 1 Year Old,"['Signum 107', 'Nora Solomon Medicenter', 'Indira Gandhi International Airport', 'The Shikshiyan School', 'Najafgarh Jheel Bird Sanctuary', 'Skylark Cricket Academy']","['Green Area4.5 out of 5', 'Construction5 out of 5', 'Management4.5 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']",flat,,1200.0,7394.0,15.0,,2.0,2.0,3.0,0,0,0
Vasant Apartment,175.0,East,10+ Year Old,"['Sheetla Mata Mandir', 'Hanuman Mandir', 'Hsbc bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Saraswati Hospital Gurgaon', 'Lotus Hospital Gurgaon', 'Mamta Hospital Gurgaon', 'Dr. Babita Sharma', 'Nidhi Clinic', 'Kalyani Hospital Gurgaon', 'Dr. Tomar Clinic', 'Sheetla Clinic', 'Children Hospital', 'Kishor Clinic', 'Jeevan Jyoti Hospital Gurgaon', 'Jackson Hospital', 'Ahooja Eye and Dental Institute Hospital', 'Dr. Sandeep Chauhan', 'M Goel Hospital', 'Nagpal Nursing Home Gurgaon', 'Dental Health Centre', 'Lalit Dental Care', 'Lall Nursing and Maternity Home', 'Om Charitable Dental & Implant Centre', 'Nova Care Clinic', 'Dentecare - Multispeciality Dental Clinic', 'Verma E.N.T. Hospital', 'Lall Eye Care Centre', 'GH Gurgaon', 'Kharbanda Maternity and Nursing Home', 'Kidney Clinic', 'Dr. Agya Ram Sharma Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Dr. Sarvejeet Singh', 'Sector-14 Market', 'Indian Oil', 'Rang Parivartan', 'State bank of india sbi', 'Icici bank', 'Hdfc bank', 'Punjab national bank', 'Standard chartered bank', 'Oriental bank of commerce', 'Karur vysay bank', 'Catholic syrian bank', 'Cafe Coffee Day', 'Lieutenant Atul Kataria School', 'govt sec school', 'Salvan Public School']",,flat,,2300.05152,7608.0,3.0,,5.0,5.0,2.0,0,0,1
Signature Global Solera 2,50.0,,0 to 1 Year Old,"['Dwarka Expressway', 'Delhi', 'IGI Airport']","['Environment3 out of 5', 'Lifestyle2 out of 5', 'Connectivity3 out of 5', 'Safety1 out of 5']",flat,,560.05092,8928.0,13.0,,2.0,2.0,2.0,0,0,0
Signature Global Park 4,82.0,,0 to 1 Year Old,"['Sector 55-56 Metro Station', 'The Leaf Mall Sohna', 'Omaxe Gurgaon Mall', 'Badshahpur Sohna Rd Hwy', 'Vidya Niketan School', 'KIIT College of Engg', 'Scottish High International School', 'Rawal Institutions', 'Park Hospital', 'Indira Gandhi Intl Airport', 'Spaze Business Park', 'DLF Cyber City']",,flat,,1081.02852,7585.0,4.0,,3.0,2.0,3.0,0,0,0
Orris Carnation Residency3.7 ★,110.00000000000001,East,5 to 10 Year Old,"['Omaxe Celebration Mall within reach', 'Nearby Lotus Valley International School', 'The Shri Ram School Aravali', 'Close to ARC Multi Specialty Hospital', 'Proximity to Maxe Healthcare Hospital', 'Close to Medanta, The Medicity', 'Walking distance to Children Park', 'Hyatt Regency in the neighborhood']","['Green Area4 out of 5', 'Construction4 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity3 out of 5']",flat,,1300.0,6686.0,12.0,,3.0,4.0,3.0,0,0,0
IRWO Westend Towers3.9 ★,65.0,,10+ Year Old,"['Rajiv Chowk Mosque', 'Standard chartered ATM', 'Icici bank ATM', 'Samvit Health Care', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Sukhmani Hospital Pvt. Ltd', 'Medanta', 'Park Hospital Gurgaon', 'Neelkanth Health Care', 'Vishesh Dental', 'Best Urologist Atcomplete Family Clinic', 'Wellness Eye Centre', 'Dr. Aruna Kalra', 'Airforce Hospital', 'Meher Clinic', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Bones Clinic - Orthopaedics', 'Skin Clinic', 'Divine Look Clinic Centre', 'Dispencery', 'Bansal Medicare and Maternity Centre', 'Pushpanjali Hospital Gurgaon', 'Road and Traffic Authority', 'Wembley estate club', 'Gurgaon Election Commission', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Genius', 'India Oil', 'SRS Cinemas', 'SRS Cinemas', 'Hdfc bank', 'Icici bank', 'Hdfc bank', 'KFC', 'Haldiram', ""Domino's Pizza"", ""Nirula's"", 'India', 'Delhi Public School Primary Section', 'Kendriya Vidyalaya No.2 Sohna Road', 'CR Model Public School', 'Manav Rachna School', 'Manav Rachna Swimming Pool']","['Green Area5 out of 5', 'Construction4 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity5 out of 5']",flat,,538.95348,12059.0,4.0,,1.0,1.0,2.0,0,0,0
Smart World Orchard,158.0,South,Within 6 months,"['Sector 55-56 Metro station', 'Bestech Central Square Mall', 'Golf Course Ext Road', 'Badshahpur Sohna Rd Hwy', 'ORCHIDS The International School', 'Sushant University', 'Marengo Asia Hospitals', 'Indira Gandhi Intl Airport', 'Gurgaon Railway Station']",,flat,,1150.02576,13739.0,4.0,,2.0,2.0,2.0,0,0,1
AFNHB Jalvayu Vihar,85.0,West,10+ Year Old,"['Icici bank ATM', 'Hdfc ATM', 'Axis bank ATM', 'Citi bank ATM', 'Icici ATM', 'State bank of india ATM', 'Axis bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Axis bank ATM', 'Punjab national bank ATM', 'Shivam Hospital Gurgaon', 'Ahmed Hospital Multi Speciality', 'Kalyani Hospital Gurgaon', 'Centre For Sight Gurgaon Sector 29', 'Dayal Eye & Maternity Centre', 'Nagpal Nursing Home Gurgaon', 'Gardian Pharmacy', 'City Medical', 'Gardian Pharmacy', 'IBP Petrol Pump', 'Hdfc bank', 'State bank of india sbi', 'Standard chartered bank', 'Cafe Coffee Day', '32nd Milestone', 'Bar and restaurant', 'Fast Food', 'Fast food', 'Om Sweets', 'Dhabba', 'Darbar', 'Spaghetti Kitchen & Bar', 'Pizza Hut', 'Tocpao', ""Hops 'N' Brew"", 'Ardor 29', ""Domino's Pizza"", 'ADDA', ""McDonald's"", 'Gung the palace Korean restaurant', 'Zura', 'Walking Street', 'The Oriental Bloom Chinese and Thai', 'Gola Sizzles', 'Beer & Whisky Bar', 'Swagath', 'Salvan Public School', 'Management Development Institute', 'CR Model Public School']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",flat,,661.0172399999999,12859.0,4.0,,2.0,2.0,1.0,0,0,0
"Godrej 101, Sector 79",125.0,East,undefined,"['Petrol Pump', 'Petrol Pump Indian Oil', 'Petrol pump Maitri motors', 'Rao Dhaba', ""McDonald's"", ""McDonald's""]","['Environment4 out of 5', 'Lifestyle3 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",flat,,1382.9587199999999,9038.0,16.0,,2.0,2.0,3.0,0,0,0
Signature Global Park 4,72.0,,Under Construction,,,flat,,1081.02852,6660.0,4.0,,3.0,2.0,3.0,0,0,0
Satya Element One,87.0,,1 to 5 Year Old,"['BAGX, Arcadia', 'Bengali Market', 'Fresco Market, Nirvana Country', 'Nirvana Courtyard Market', 'Tigra market', 'Sohna Road Malibu Town', 'Manav Rachna International School', 'Delhi Public School Sector 47, Gurugram', 'Lotus Valley School', 'Axis Bank, Sohna Road', 'Kotak Mahindra Bank', 'SBI Golf Course Ext Road', 'Universal Trade Tower', 'HCG SKN CNG Station', 'Bharat Petrol Pump Netaji Subhash Marg']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",flat,,450.04284,19333.0,12.0,,1.0,1.0,1.0,0,0,0
Godrej Aria3.8 ★,170.0,East,0 to 1 Year Old,"['Sapphire 83 Mall', 'Delhi Jaipur Expressway', 'Mount Olympus School, Sec 79', 'Singhania University, Manesar', 'Miracles Apollo Cradle Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Capital Business Park', 'Savoy Suites, Manesar', 'Manesar Golf Course', 'Nakhrola Stadium']","['Green Area4 out of 5', 'Construction5 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']",flat,,1121.0,7426.0,15.0,,3.0,4.0,3.0,0,0,1
Tulip Ivory3.5 ★,235.0,East,5 to 10 Year Old,"['Reach 3 Roads Shopping Mall', 'Southern Periphery Road', 'Indus World School', 'DPG Institute of Technology', 'Polaris Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Radisson Hotel Sohna Road', 'SkyJumper Trampoline Park', 'SportsCube Center(Sports Complex)']","['Green Area3.5 out of 5', 'Construction3.5 out of 5', 'Management3 out of 5', 'Amenities4 out of 5', 'Connectivity5 out of 5']",flat,,2400.04908,9791.0,12.0,,4.0,4.0,3.0,0,0,1
Breez Global Heights 88A,50.0,,Mar-26,"['Elan Miracle', 'The Esplanade Mall', 'NH 352W', 'Delhi-Ajmer Expressway', 'Euro International School', 'SGT University', 'Vibrant Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']",,flat,,596.97144,8375.0,19.0,,3.0,2.0,2.0,0,0,0
Godrej 1014.0 ★,141.0,,0 to 1 Year Old,"['Vatika Town Square-INXT', 'Naurangpur Road', 'NH 48', 'Euro International School', 'Gurugram University', 'Miracles Apollo Cradle', 'Nouveau Medics Multispeciality OPD', 'Indira Gandhi Intl Airport', 'Heritage Village Resort & Spa', 'Nakhrola Stadium']","['Green Area5 out of 5', 'Construction5 out of 5', 'Management4.5 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']",flat,,1571.9745599999999,9000.0,14.0,,2.0,2.0,3.0,0,0,0
Signature Global City 92,99.0,East,0 to 1 Year Old,"['Iris Broadway Mall', 'Pataudi Road', 'Dwarka Expressway', 'Royal Institute Of Science & Management', 'RPS International School', 'IMT Manesar', 'Aarvy Healthcare Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction', 'Holiday Inn Sector 90']","['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety3 out of 5']",flat,,1495.0119599999998,6622.0,4.0,,3.0,2.0,3.0,0,0,0
Tulip Violet4.2 ★,325.0,,1 to 5 Year Old,"['Airia Mall Sector 68', 'Southern Peripheral Road', 'Golf Course Extension Rd', 'Imperio School', 'DPG Institute of Technology', 'Ektaa Hospitals', 'Indira Gandhi International Airport', 'Vipul Trade Business Centre', 'Radisson Hotel Gurugram', 'SkyJumper Trampoline Park']","['Green Area5 out of 5', 'Construction4 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity4.5 out of 5']",flat,,3216.0679199999995,10105.0,14.0,,4.0,5.0,3.0,0,0,1
Birla Navya,350.0,,Under Construction,"['Sector 54 Chowk Metro Station', 'WorldMark Gurgaon', 'Golf Course Ext Road', 'Badshahpur Sohna Rd Hwy', 'Gurgaon - Delhi Expy', 'Heritage Xperiential Learning, CRPF Rd', 'Sushant University', 'W Pratiksha Hospital', 'Indira Gandhi Intl Airport', 'Gurgaon Railway Station', 'Capital Cyberscape', 'DoubleTree by Hilton Hotel']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety5 out of 5']",flat,,1350.02088,25925.0,4.0,,3.0,3.0,3.0,0,0,1
Parsvnath Green Ville3.9 ★,250.0,South-East,5 to 10 Year Old,"['Sri Radhe Krishna Temple', 'Icici bank ATM', 'Standard chartered ATM', 'Divine Look Clinic Centre', 'Skin Clinic', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Dr. Anuj Sharma', 'Best Urologist Atcomplete Family Clinic', 'Dr. Naresh Pandita', 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Sai Dharamraj Hospital', 'Sanjeevani Hospital Gurgaon', 'Sona Devi Memorial Hospital and Trauma Centre', 'Neelkanth Health Care', 'Vishesh Dental', 'Park Hospital Gurgaon', 'Bones Clinic - Orthopaedics', 'Meher Clinic', 'Gobind Hospital', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'Kore Tech Park', 'SPAZE BUSINESS PARK', 'India Oil', 'SRS Cinemas', 'SRS Cinemas', 'Icici bank', 'Indusind bank', 'Hdfc bank', 'Hdfc bank', 'Hdfc bank', 'Central bank of india', 'Union bank of india', 'State bank of india', 'Icici bank', ""Nirula's"", ""Domino's Pizza"", 'Nook', 'Starbucks', 'India', 'Haldiram', 'Kamla International']","['Green Area4 out of 5', 'Construction4 out of 5', 'Management4 out of 5', 'Amenities4.5 out of 5', 'Connectivity4.5 out of 5']",flat,,1950.00624,12820.0,19.0,,4.0,5.0,3.0,0,0,1
Pyramid Pride,50.0,North,By 2024,"['Entertainland Mall', 'NH 48', 'Southern Peripheral Road', 'Euro International School', 'Sushant University', 'Park Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']",,flat,,760.04604,6578.0,14.0,,2.0,2.0,1.0,0,0,0
Suposhaa Smartworld Orchard,225.0,,Mar-24,"['Orris Community Center', 'Essar Petrol Pump', 'Indian Oil', 'HP Petrol Pump', 'Petrol Pump Indian Oil', 'Vijay Petrol Pump', 'Petrol Pump Indian Oil', 'KFC', 'Pizza Hut']",,flat,,1549.0472399999999,14525.0,4.0,,3.0,3.0,2.0,0,0,1
Mittal Surya Vihar,140.0,,5 to 10 Year Old,"['HUDA Sector 23 Market', 'Citibank ATM', 'DGD', 'Deepan Hospital', 'SPUHC Samalka', 'SP Infocity', 'Icici bank', 'Oriental bank of commerce', 'Punjab national bank', 'PVR Cinames', 'Cantine', ""McDonald's"", 'Machaan', 'Mukesh Dhaba', 'Om Sweets', 'barrique', 'Swiss Cottage school']","['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4.5 out of 5']",flat,,2400.04908,5833.0,3.0,,5.0,4.0,2.0,0,0,0
Orris Carnation Residency3.7 ★,90.0,,1 to 5 Year Old,"['Omaxe Celebration Mall within reach', 'Nearby Lotus Valley International School', 'The Shri Ram School Aravali', 'Close to ARC Multi Specialty Hospital', 'Proximity to Maxe Healthcare Hospital', 'Close to Medanta, The Medicity', 'Walking distance to Children Park', 'Hyatt Regency in the neighborhood']","['Green Area4 out of 5', 'Construction4 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity3 out of 5']",flat,,1402.0,6428.0,12.0,,3.0,3.0,2.0,0,0,0
Trisara Our Homes 3,36.0,,0 to 1 Year Old,"['Metro Station', 'Gyanchand Market', 'Rajiv Chowk', 'KMP Expressway', 'Govt.Sr.Sec School(boys)', 'Jindal College', 'Kidzee', 'Vishvakarma Mandir', 'Mamta Hospital', 'Fortis', 'IGI T3', 'Oriental Bank of Commerce', 'Rajiv Gandhi Park']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",flat,,450.0,5980.0,4.0,,2.0,2.0,1.0,0,0,0
Kendriya Vihar,65.0,,5 to 10 Year Old,"['Sector metro station', 'Sector metro station', 'Sector 54 chowk metro station', 'Radhakrishna Shani Mandir', 'Sanatan Dharm Mandir', 'Icici bank ATM', 'State bank ATM', 'Icici bank ATM', 'Citi bank ATM', 'Indusind bank ATM', 'Kriti Hospital', 'Anand Hospital Gurgaon', 'pracksht hospital', 'Surgicare Hospital Gurgaon', 'Arunodaya Deseret Eye Hospital', 'Vatsalya Clinic', 'HUDA Office Complex', 'Medisca', 'Apollo Pharmacy', 'Intellion Park', 'International Tech Park', 'Heera Fuel Station', 'HCG CNG Station', 'Hdfc bank and atm', 'Hdfc bank', 'Kotak mahindra bank', 'State bank of india', 'Indusind bank', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank & atm', '222', 'Pizza Hut', 'Wat-a-Burger', 'Burger Singh', 'Bikanerwala', 'Naivedyam Restaurant', 'Madison and Pike', 'IILM', 'Iilm University', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Suncity School', 'Gurugram University']","['Environment4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",flat,,754.98696,8609.0,4.0,,1.0,1.0,1.0,0,0,0
